Saves sizes,other,My Account Address Book,My Account Communication Preferences,Store Detail,Shopping Cart,PRODUCTFINDER,Certona,WishList,Gift Card Category,MYSTORE,PURCHASE,(No Page Group),ACCOUNT,My Account Sign In Info,CATEGORY,PRODUCT,OrderConfirmation,NOSEARCH,SEARCH,Gift Card,404ERROR,My Store Detail,Add2Cart,pathn,CheckOut,ORDERHISTORY,HOME,thematic,Perfect Fit Rewards,CART,homepage,
0.148,0.493,0.163,0.190,0.067,0.037,0.243,0.165,0.155,0.905,0.044,0.092,0.046,0.083,0.148,0.010,0.015,0.189,0.188,0.044,0.261,0.131,0.380,0.080,0.568,0.059,0.152,0.028,0.128,0.145,0.066,0.223,
