Saves sizes,other,My Account Address Book,My Account Communication Preferences,Store Detail,Shopping Cart,PRODUCTFINDER,Certona,WishList,Gift Card Category,MYSTORE,PURCHASE,(No Page Group),ACCOUNT,My Account Sign In Info,CATEGORY,PRODUCT,OrderConfirmation,NOSEARCH,SEARCH,Gift Card,404ERROR,My Store Detail,Add2Cart,pathn,CheckOut,ORDERHISTORY,HOME,thematic,Perfect Fit Rewards,CART,homepage,
1.684,0.341,1.335,1.517,3.829,2.458,0.258,1.032,1.946,1.809,0.368,0.239,0.320,0.284,2.410,0.395,0.584,3.447,0.650,0.576,1.732,0.428,2.258,0.600,1.100,3.705,0.267,0.475,0.373,1.622,0.345,2.094,
