Saves sizes,other,My Account Address Book,My Account Communication Preferences,Store Detail,Shopping Cart,PRODUCTFINDER,Certona,WishList,Gift Card Category,MYSTORE,PURCHASE,(No Page Group),ACCOUNT,My Account Sign In Info,CATEGORY,PRODUCT,OrderConfirmation,NOSEARCH,SEARCH,Gift Card,404ERROR,My Store Detail,Add2Cart,pathn,CheckOut,ORDERHISTORY,HOME,thematic,Perfect Fit Rewards,CART,homepage,
1.674,0.291,1.466,1.514,3.682,2.502,0.256,0.959,2.010,1.937,0.315,0.238,0.294,0.286,2.436,0.403,0.546,3.425,0.632,0.570,2.099,0.406,2.177,0.607,1.275,3.753,0.296,0.486,0.355,1.705,0.371,0.799,
