Saves sizes,other,My Account Address Book,My Account Communication Preferences,Store Detail,Shopping Cart,PRODUCTFINDER,Certona,WishList,Gift Card Category,MYSTORE,PURCHASE,(No Page Group),ACCOUNT,My Account Sign In Info,CATEGORY,PRODUCT,OrderConfirmation,NOSEARCH,SEARCH,Gift Card,404ERROR,My Store Detail,Add2Cart,pathn,CheckOut,ORDERHISTORY,HOME,thematic,Perfect Fit Rewards,CART,homepage,
0.240,0.333,0.338,0.417,0.073,0.050,0.145,0.089,0.120,0.691,0.047,0.115,0.050,0.099,0.713,0.012,0.017,0.298,0.250,0.052,0.767,0.098,0.316,0.082,0.651,0.084,0.099,0.033,0.147,0.174,0.081,0.173,
